ID URCH	Anatomical Structure	Type (is-a)	Part of	Develops from	Starts at stage	Ends at stage	Description	Synonyms	UBERON type	UBERON (non-exact)	Cell type (is-a)	Cell type (non-exact)	Pubmed id	Comments	XAO Type	Pliv comments	GeneOntology type 	URCH specific	hasNoOnto
ECAO:1000550	right anterolateral arm	larval arm	larva		early pluteus larva stage	competent pluteus larva stage		AL, ALA										x	
ECAO:1000551	left anterolateral arm	larval arm	larva		early pluteus larva stage	competent pluteus larva stage		AL, ALA										x	
ECAO:1000552	right postoral arm	larval arm	larva		early pluteus larva stage	competent pluteus larva stage		PO										x	
ECAO:1000553	left postoral arm	larval arm	larva		early pluteus larva stage	competent pluteus larva stage		PO										x	
ECAO:1000554	right posterodorsal arm	larval arm	larva		6-arm pluteus larva stage	competent pluteus larva stage		PD										x	
ECAO:1000555	left posterodorsal arm	larval arm	larva		6-arm pluteus larva stage	competent pluteus larva stage		PD										x	
ECAO:1000556	right preoral arm	larval arm	larva		8-arm pluteus larva stage	competent pluteus larva stage		PR, PRO										x	
ECAO:1000557	left preoral arm	larval arm	larva		8-arm pluteus larva stage	competent pluteus larva stage		PR, PRO										x	
ECAO:1000558	spicule granule	spicule rudiment	rudiment endoskeleton					spicule dot										x	
ECAO:1000559	spicule rudiment	skeletal element	rudiment endoskeleton					spicule primordium										x	
ECAO:1000560	triradiate spicule rudiment	spicule rudiment	rudiment endoskeleton					triradiate spicule										x	
ECAO:1000561	hexaradiate spicule rudiment 	spicule rudiment	rudiment endoskeleton					hexaradiate spicule										x	
ECAO:1000562	embryonic spicule	skeletal element	embryonic endoskeleton															x	
ECAO:1000563	larval spicule	skeletal element	larval endoskeleton		mid gastrula stage	adult stage	A triradiate or hexaradiate minute calcareous skeletal element that initiates most if not all skeletal structures found within the sea urchin embryo, larva and adult.	primary triradiate skeletal rudiment					Heyland, A. and Hodin, J. (2014). A detailed staging scheme for late larval development in Strongylocentrotus purpuratus focused on readily-visible juvenile structures within the rudiment. BMC Developmental Biology 14, 22.					x	
ECAO:1000564	triradiate embryonic spicule	skeletal element	endoskeleton		late gastrula stage	adult stage												x	
ECAO:1000565	triradiate larval spicule	skeletal element	endoskeleton		late gastrula stage	adult stage												x	
ECAO:1000566	skeletal rod	skeletal element	larval endoskeleton					spicule rod										x	
ECAO:1000567	anonymous rod	skeletal rod	larval endoskeleton															x	
ECAO:1000568	right anterolateral rod	skeletal rod	larval endoskeleton		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000569	left anterolateral rod	skeletal rod	larval endoskeleton		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000570	right postoral rod	skeletal rod	larval endoskeleton		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000571	left postoral rod	skeletal rod	larval endoskeleton		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000572	right posterodorsal rod	skeletal rod	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000573	left posterodorsal rod	skeletal rod	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000574	right preoral rod	skeletal rod	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000575	left preoral rod	skeletal rod	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000576	dorsal arch	skeletal element	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000577	right dorsoventral connecting rod	skeletal rod	endoskeleton		prism stage	competent pluteus larva stage												x	
ECAO:1000578	left dorsoventral connecting rod	skeletal rod	endoskeleton		prism stage	competent pluteus larva stage												x	
ECAO:1000579	right ventral transverse rod	skeletal rod	endoskeleton		prism stage	competent pluteus larva stage												x	
ECAO:1000580	left ventral transverse rod	skeletal rod	endoskeleton		prism stage	competent pluteus larva stage												x	
ECAO:1000581	scheitel	skeletal element						body rod end										x	
ECAO:1000582	body rod	skeletal rod	endoskeleton															x	
ECAO:1000583	left body rod	body rod	endoskeleton		prism stage	competent pluteus larva stage												x	
ECAO:1000584	right body rod	body rod	endoskeleton		prism stage	competent pluteus larva stage												x	
ECAO:1000585	right recurrent rod	skeletal rod	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000586	left recurrent rod	skeletal rod	larval endoskeleton		6-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000587	right anteroventral transverse rod	skeletal rod	larval endoskeleton		8-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000588	left anteroventral transverse rod	skeletal rod	larval endoskeleton		8-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000589	right anterodorsal transverse rod	skeletal rod	larval endoskeleton		8-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000590	left anterodorsal transverse rod	skeletal rod	larval endoskeleton		8-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000591	mouth	anatomical structure							UBERON:0000165										
ECAO:1000592	larval mouth	mouth	larval digestive system		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000593	anus	anatomical structure							UBERON:0001245										
ECAO:1000594	larval anus	anus	larval digestive system		"early pluteus larva stage

"	competent pluteus larva stage												x	
ECAO:1000595	presumptive endoderm	embryonic structure						prospective endoderm	UBERON:0006595										
ECAO:1000596	endoderm	germ layer	vegetal hemisphere		mid blastula stage	competent pluteus larva stage			UBERON:0000925										
ECAO:1000597	archenteron	embryonic structure	embryonic digestive system		blastopore gastrula stage	prism stage		developing digestive tract	UBERON:0004735										
ECAO:1000598	hindgut	digestive system element	archenteron		mid gastrula stage	prism stage			UBERON:0001046										
ECAO:1000599	dorsal hindgut	anatomical region	hindgut		mid gastrula stage	prism stage												x	
ECAO:1000600	ventral hindgut	anatomical region	hindgut		mid gastrula stage	prism stage												x	
ECAO:1000601	midgut	digestive system element	archenteron		mid gastrula stage	prism stage			UBERON:0001045										
ECAO:1000602	ventral midgut	anatomical region	midgut		mid gastrula stage	prism stage												x	
ECAO:1000603	dorsal midgut	anatomical region	midgut		mid gastrula stage	prism stage												x	
ECAO:1000604	anterior midgut	anatomical region																x	
ECAO:1000605	posterior midgut	anatomical region																x	
ECAO:1000606	anterior hindgut	anatomical region																x	
ECAO:1000607	posterior hindgut	anatomical region																x	
ECAO:1000608	foregut	digestive system element	archenteron		mid gastrula stage	prism stage		tip of the digestive tract	UBERON:0001041										
ECAO:1000609	ventral foregut	anatomical region	foregut		mid gastrula stage	prism stage												x	
ECAO:1000610	dorsal foregut	anatomical region	foregut		mid gastrula stage	prism stage												x	
ECAO:1000611	anterior foregut	anatomical region																x	
ECAO:1000612	posterior foregut	anatomical region																x	
ECAO:1000613	tip of archenteron	anatomical region	archenteron		early gastrula stage	prism stage		archenteron roof	UBERON:3010432										
ECAO:1000614	presumptive mesoderm	embryonic structure						prospective mesoderm	UBERON:0006603										
ECAO:1000615	mesoderm	germ layer	vegetal hemisphere		16-cell stage	competent pluteus larva stage			UBERON:0000926										
ECAO:1000616	skeletogenic mesoderm	embryonic structure	mesoderm	large micromere	32-cell stage	early mesenchyme blastula stage	The subset of the mesoderm that will give rise to the skeletal elements.											x	
ECAO:1000617	skeletogenic mesenchyme	embryonic tissue	pre-metamorphic individual	skeletogenic mesoderm	early mesenchyme blastula stage	competent pluteus larva stage	Skeletogenic mesenchyme is the tissue made up of loosely connected mesoderm cells. It is located in the blastocoel and will produce all of the skeletal elements.	SM, primary mesenchyme										x	
ECAO:1000618	skeletogenic mesenchyme cell	cell	skeletogenic mesenchyme					PMC, primary mesenchyme cell			CL:0007001								
ECAO:1000619	syncytium	cell						multinucleate cell, multinucleated cell, syncytium, syncytial cell			CL:0000228								
ECAO:1000620	skeletogenic mesenchyme syncytium	syncytium	skeletogenic mesenchyme		early gastrula stage	4-arm pluteus larva stage	Anatomical structure composed of skeletogenic mesenchyme cells that have fused to form a single syncytial network.						Hodor and Ettensohn, 2008					x	
ECAO:1000621	subequatorial skeletogenic mesenchyme ring	embryonic structure	skeletogenic mesenchyme					SM ring, subequatorial SM ring, PMC ring, subequatorial PMC ring, primary mesenchyme cell ring, subequatorial primary mesenchyme cell ring										x	
ECAO:1000622	ventral skeletogenic mesenchyme chain	embryonic structure	subequatorial skeletogenic mesenchyme ring		early gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain on the oral (i.e. ventral) side of the embryo.											x	
ECAO:1000623	dorsal skeletogenic mesenchyme chain	embryonic structure	subequatorial skeletogenic mesenchyme ring		early gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain on the aboral (i.e. dorsal) side of the embryo.											x	
ECAO:1000624	ventrolateral skeletogenic mesenchyme cluster	embryonic structure	skeletogenic mesenchyme		early gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a cluster (i.e. a group of cells) in the ventrolateral region of the embryo.											x	
ECAO:1000625	lateral chains of skeletogenic mesenchyme	embryonic structure	skeletogenic mesenchyme		early gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain on either side of the developing digestive tract, along the blastocoel wall and towards the animal pole.											x	
ECAO:1000626	right lateral chain of skeletogenic mesenchyme	lateral chains of skeletogenic mesenchyme	skeletogenic mesenchyme		early gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain along the blastocoel wall towards the animal pole on the right side of the embryo.											x	
ECAO:1000627	left lateral chain of skeletogenic mesenchyme	lateral chains of skeletogenic mesenchyme	skeletogenic mesenchyme		early gastrula stage	prism stage	Subpopulation of skeletogenic mesenchyme forming a chain along the blastocoel wall towards the animal pole on the left side of the embryo.											x	
ECAO:1000628	non-skeletogenic mesoderm	embryonic structure	mesoderm		swimming blastula stage	late gastrula stage												x	
ECAO:1000629	ventral non-skeletogenic mesoderm	embryonic structure	non-skeletogenic mesoderm		mesenchyme blastula stage	mid gastrula stage												x	
ECAO:1000630	dorsal non-skeletogenic mesoderm	embryonic structure	non-skeletogenic mesoderm		mesenchyme blastula stage	mid gastrula stage												x	
ECAO:1000631	non-skeletogenic mesenchyme	embryonic tissue	pre-metamorphic individual	non-skeletogenic mesoderm	early gastrula stage	competent pluteus larva stage		secondary mesenchyme, NSM										x	
ECAO:1000632	non-skeletogenic mesenchyme cell	cell						SMC, secondary mesenchyme cell										x	
ECAO:1000633	presumptive blastocoelar cell	cell	non-skeletogenic mesoderm		mesenchyme blastula stage	late gastrula stage												x	
ECAO:1000634	presumptive pigment cell	cell	non-skeletogenic mesoderm		mesenchyme blastula stage	late gastrula stage		presumptive pigmented cell, presumptive immunocyte										x	
ECAO:1000635	pigment cell	cell	immune system		late gastrula stage	exotrophic juvenile stage	a cell that contains red coloring matter	pigmented cell, pigmented immunocyte			CL:0000147								
ECAO:1000636	embryonic pigment cell	pigment cell	embryo	presumptive pigment cell	late gastrula stage	prism stage												x	
ECAO:1000637	larval pigment cell	pigment cell	larval immune system		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000638	adult pigment cell	pigment cell	adult		postlarval juvenile stage	postlarval juvenile stage												x	
ECAO:1000639	blastocoelar cell	cell	immune system	presumptive blastocoelar cell	late gastrula stage	competent pluteus larva stage												x	
ECAO:1000640	globular cell	blastocoelar cell	larval immune system		"early pluteus larva stage

"	competent pluteus larva stage							Ho et al., 2016					x	
ECAO:1000641	filopodial cell	blastocoelar cell	larval immune system		"early pluteus larva stage

"	competent pluteus larva stage							Ho et al., 2016					x	
ECAO:1000642	ovoid cell	blastocoelar cell	larval immune system		early pluteus larva stage	competent pluteus larva stage							Ho et al., 2016					x	
ECAO:1000643	amoeboid cell	blastocoelar cell	larval immune system		early pluteus larva stage	competent pluteus larva stage							Ho et al., 2016					x	
ECAO:1000644	muscle precursor cell	cell	muscular system		prism stage	"early pluteus larva stage

"		presumptive muscle cell			CL:0000680								
ECAO:1000645	larval muscle	larval tissue	larval muscular system		4-arm pluteus larva stage	competent pluteus larva stage		contractile muscle										x	
ECAO:1000646	adult muscle	adult tissue	adult muscular system		8-arm pluteus larva stage	adult stage												x	
ECAO:1000647	blastocoel	anatomical space			very early blastula stage	competent pluteus larva stage			UBERON:0000090										
ECAO:1000648	sphincter	digestive system element	digestive system		prism stage	adult stage												x	
ECAO:1000649	pyloric sphincter	sphincter	larval digestive system		"early pluteus larva stage

"	competent pluteus larva stage		midgut-hindgut constriction					Ref pour structure tube digestif prism/plut: Annunziata, R., Perillo, M., Andrikou, C., Cole, A. G., Martinez, P. and Arnone, M. I. (2014). Pattern and process during sea urchin gut morphogenesis: The regulatory landscape. genesis 52, 251–268.					x	
ECAO:1000650	cardiac sphincter	sphincter	larval digestive system		4-arm pluteus larva stage	competent pluteus larva stage		foregut-midgut constriction										x	
ECAO:1000651	anal sphincter	sphincter	larval digestive system		early pluteus larva stage	competent pluteus larva stage		hindgut-ectoderm constriction										x	
ECAO:1000652	sphincter muscle cell	cell	sphincter muscle					sphincter muscle cell, myoepithelial cell										x	
ECAO:1000653	sphincter muscle	larval muscle	larval digestive system	endoderm	4-arm pluteus larva stage	competent pluteus larva stage		sphincteric muscle	UBERON:0004590										
ECAO:1000654	pyloric sphincteric muscle	sphincter muscle	pyloric sphincter		4-arm pluteus larva stage	competent pluteus larva stage		pyloric sphincter	UBERON:0001202										
ECAO:1000655	cardiac sphincteric muscle	sphincter muscle	cardiac sphincter		4-arm pluteus larva stage	competent pluteus larva stage		cardiac sphincter										x	
ECAO:1000656	anal sphincteric muscle	sphincter muscle	anal sphincter		4-arm pluteus larva stage	competent pluteus larva stage		anal sphincter	UBERON:0004916										
ECAO:1000657	larval esophagus	digestive system element	larval digestive system		early pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000658	circumesophageal muscle precursor cell	cell	presumptive circumesophageal muscle					presumptive circumesophageal muscle cell										x	
ECAO:1000659	circumesophageal muscle	larval muscle	larval esophagus		4-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000660	larval stomach	digestive system element	larval digestive system		"early pluteus larva stage

"	competent pluteus larva stage												x	
ECAO:1000661	larval intestine	digestive system element	larval digestive system		"early pluteus larva stage

"	competent pluteus larva stage												x	
ECAO:1000662	coelom	anatomical structure	whole organism		prism stage	adult stage			UBERON:0011997										
ECAO:1000663	unpaired coelomic pouch	coelom	embryo		prism stage	prism stage		unpaired coelomic rudiment										x	
ECAO:1000664	right coelomic pouch 	coelom	larva		early pluteus larva stage	6-arm pluteus larva stage												x	
ECAO:1000665	left coelomic pouch 	coelom	larva		early pluteus larva stage	6-arm pluteus larva stage		left coelomic sac					Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS ONE 5.					x	
ECAO:1000666	right coelomic constriction	anatomical structure																x	
ECAO:1000667	left coelomic constriction	anatomical structure																x	
ECAO:1000668	vestibule	larval structure	larval epidermis	ventral ectoderm	8-arm pluteus larva stage	8-arm pluteus larva stage		amniotic sac					"Vellutini, B. C. and Migotto, A. E. (2010). Embryonic, Larval, and Juvenile Development of the Sea Biscuit Clypeaster subdepressus (Echinodermata: Clypeasteroida). PLoS ONE 5.
Chino et al., 1994 
Formery et al., (in prep.)
Smith et al., 2008"					x	
ECAO:1000669	oral epithelium	larval tissue						oral epidermis, circumoral epithelium, circumoral ectoderm	UBERON:0002424										
ECAO:1000670	aboral epithelium	larval tissue																x	
ECAO:1000671	vestibular pore	anatomical structure	larva	left lateral field	competent pluteus larva stage	metamorphic larva stage	Opening located in the left lateral field						gossellin and jangoux 1998					x	
ECAO:1000672	left axocoel	axocoel	larva	left coelomic pouch 	8-arm pluteus larva stage	8-arm pluteus larva stage												x	
ECAO:1000673	axial coelom	coelom	adult	left axocoel	postlarval juvenile stage	adult stage							Ziegler et al 2009					x	
ECAO:1000674	hydrocoel	coelom	larva					central coelom										x	
ECAO:1000675	axocoel	coelom	larva					anterior coelom										x	
ECAO:1000676	somatocoel	coelom	larva					posterior coelom										x	
ECAO:1000677	left hydrocoel	hydrocoel	larva	left coelomic pouch 	8-arm pluteus larva stage	8-arm pluteus larva stage												x	
ECAO:1000678	left somatocoel	somatocoel	larva	left coelomic pouch 	8-arm pluteus larva stage	8-arm pluteus larva stage												x	
ECAO:1000679	right axohydrocoel	coelom	larva	right coelomic pouch 	8-arm pluteus larva stage	8-arm pluteus larva stage		anterior sac										x	
ECAO:1000680	right somatocoel	somatocoel	larva	right coelomic pouch 	8-arm pluteus larva stage	8-arm pluteus larva stage												x	
ECAO:1000681	stone canal	anatomical structure	water vascular system	left coelomic pouch 	8-arm pluteus larva stage	adult stage												x	
ECAO:1000682	ring canal	adult structure	water vascular system	left hydrocoel	8-arm pluteus larva stage	adult stage												x	
ECAO:1000683	radial canal	adult structure	water vascular system	left hydrocoel	8-arm pluteus larva stage	adult stage												x	
ECAO:1000684	hydropore	anatomical structure	primary pore canal		4-arm pluteus larva stage	adult stage												x	
ECAO:1000685	right axocoel	axocoel	larva	right axohydrocoel	8-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000686	right hydrocoel	hydrocoel	larva	right axohydrocoel	8-arm pluteus larva stage	competent pluteus larva stage												x	
ECAO:1000687	axial sinus	adult structure		right hydrocoel	postlarval juvenile stage	adult stage							Smith et al., 2008					x	
ECAO:1000688	primary pore canal	larval structure	water vascular system	non-skeletogenic mesenchyme	4-arm pluteus larva stage	4-arm pluteus larva stage		hydropore canal										x	
ECAO:1000689	axial organ	adult structure	hemal system		exotrophic juvenile stage	adult stage							Ziegler et al., 2009					x	
ECAO:1000690	ciliated epaulette	larval structure	larval epidermis	ciliary band	6-arm pluteus larva stage	competent pluteus larva stage							gossellin and jangoux 1998					x	
ECAO:1000691	anterior ciliated epaulette	ciliated epaulette	larva		8-arm pluteus larva stage	competent pluteus larva stage							gossellin and jangoux 1998					x	
ECAO:1000692	posterior ciliated epaulette	ciliated epaulette	larva		8-arm pluteus larva stage	competent pluteus larva stage							gossellin and jangoux 1998					x	
ECAO:1000693	lateral field	anatomical region	larva		8-arm pluteus larva stage	competent pluteus larva stage	The lateral field is located in the aboral ectoderm of the larva. It separates the anterior and posterior pairs of epaulettes						gossellin and jangoux 1998					x	
ECAO:1000694	left lateral field	lateral field	larva		8-arm pluteus larva stage	competent pluteus larva stage	The left lateral field is the lateral field located on the left side of the larva						gossellin and jangoux 1998					x	
ECAO:1000695	right lateral field	lateral field	larva		8-arm pluteus larva stage	competent pluteus larva stage	The right lateral field is the lateral field located on the right side of the larva						gossellin and jangoux 1998					x	
ECAO:1000696	larval epidermis	larval tissue	ectoderm		"early pluteus larva stage

"	competent pluteus larva stage												x	
ECAO:1000697	ambulacral plate	skeletal element	adult endoskeleton		8-arm pluteus larva stage	adult stage												x	
ECAO:1000698	interambulacral plate	skeletal element	adult endoskeleton		8-arm pluteus larva stage	adult stage		int										x	
ECAO:1000699	ambulacra	anatomical structure																x	
ECAO:1000700	interambulacra	anatomical structure																x	
ECAO:1000701	genital plate	skeletal element	adult endoskeleton		8-arm pluteus larva stage	adult stage												x	
ECAO:1000702	appendage	anatomical structure																	
ECAO:1000703	pedicellaria	appendage	adult endoskeleton		8-arm pluteus larva stage	exotrophic juvenile stage			UBERON:0008261										
ECAO:1000704	ocular plate	skeletal element	adult endoskeleton		8-arm pluteus larva stage	adult stage		terminal plate										x	
ECAO:1000705	buccal plate	skeletal element	adult endoskeleton		exotrophic juvenile stage	adult stage												x	
ECAO:1000706	genital plate AB	genital plate	adult endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology					x	
ECAO:1000707	genital plate BC	genital plate	adult endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology					x	
ECAO:1000708	genital plate CD	genital plate	adult endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology					x	
ECAO:1000709	genital plate DE	genital plate	adult endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology					x	
ECAO:1000710	genital plate EA	genital plate	adult endoskeleton		8-arm pluteus larva stage	adult stage							Carpenter, P.H. (1884). Report upon the Crinoidea collected during the voyage of HMS Challenger during the years 1873–1876, part 1. General morphology with descriptions of the stalked crinoids: Reports of the Scientific Results of the Voyage of HMS Challenger: Zoology					x	
ECAO:1000711	podia	appendage						tube foot	UBERON:0008247										
ECAO:1000712	primary podia	podia	water vascular system		8-arm pluteus larva stage	postlarval juvenile stage		primary tube foot										x	
ECAO:1000713	disk of primary podia	skeletal element	primary podia		8-arm pluteus larva stage	postlarval juvenile stage												x	
ECAO:1000714	secondary podia	podia	water vascular system		exotrophic juvenile stage	adult stage		secondary tube foot										x	
ECAO:1000715	disk of secondary podia	skeletal element	secondary podia		exotrophic juvenile stage	adult stage												x	
ECAO:1000716	spine	appendage	adult endoskeleton		8-arm pluteus larva stage	adult stage		spine appendage	UBERON:0008260										
ECAO:1000717	juvenile spine	spine	adult endoskeleton		8-arm pluteus larva stage	exotrophic juvenile stage		splayed spines 										x	
ECAO:1000718	definitive spine	spine	adult endoskeleton		8-arm pluteus larva stage	adult stage		adult spine										x	
ECAO:1000719	ampulla	adult structure	water vascular system	radial canal	postlarval juvenile stage	adult stage		tube foot ampulla	UBERON:0008252										
ECAO:1000720	adult mouth	mouth	adult digestive system		exotrophic juvenile stage	adult stage												x	
ECAO:1000721	adult anus	anus	adult digestive system		exotrophic juvenile stage	adult stage												x	
ECAO:1000722	dental sac	anatomical structure	rudiment		8-arm pluteus larva stage	postlarval juvenile stage												x	
ECAO:1000723	tooth	adult structure	aristotle's lantern	dental sac	exotrophic juvenile stage	adult stage									XAO:0000431			xao	
ECAO:1000724	aristotle's lantern	adult structure	adult digestive system		exotrophic juvenile stage	adult stage			UBERON:0008253										
ECAO:1000725	madreporite	genital plate	endoskeleton	genital plate CD	exotrophic juvenile stage	adult stage			UBERON:0009476										
ECAO:1000726	gonopore	adult structure	genital plate		exotrophic juvenile stage	adult stage		genital pore										x	
ECAO:1000727	gonad	adult structure	reproductive system		adult stage	adult stage			UBERON:0000991										
ECAO:1000728	ovary	gonad	reproductive system		adult stage	adult stage			UBERON:0000992										
ECAO:1000729	testis	gonad	reproductive system		adult stage	adult stage			UBERON:0000473										
ECAO:1000730	adult digestive tract	organ	adult digestive system	larval digestive system	exotrophic juvenile stage	adult stage												x	
ECAO:1000731	mesentery	anatomical structure	adult		exotrophic juvenile stage	adult stage			UBERON:0002095										
ECAO:1000732	sphaeridium	appendage	adult endoskeleton		exotrophic juvenile stage	adult stage												x	
ECAO:1000733	perivisceral cavity	anatomical region	adult		postlarval juvenile stage	adult stage												x	
ECAO:1000734	photosensory cell	cell	adult					photoreceptor cell			CL:0000210								
